id	primary_sgdid	systematic_name	common_name	common_name_explanation	aliases	description
4773	S000005084	YNL140C				Protein of unknown function; expressed at both mRNA and protein levels; partially overlaps THO2/YNL139C
4774	S000005085	YNL141W	AAH1	Adenine AminoHydrolase	adenine deaminase	Adenine deaminase (adenine aminohydrolase); converts adenine to hypoxanthine; involved in purine salvage; transcriptionally regulated by nutrient levels and growth phase; Aah1p degraded upon entry into quiescence via SCF and the proteasome
4775	S000005086	YNL142W	MEP2		ammonium permease MEP2	Ammonium permease involved in regulation of pseudohyphal growth; belongs to Mep-Amt-Rh family of well-conserved ammonium (NH4+) transporters that includes human Rh factors; expression is under the nitrogen catabolite repression regulation; activity is controlled by phospho-silencing; phosphorylation of Mep2 mediated by Npr1; dephosphorylation involves Psr1p and Psr2p
4776	S000005087	YNL143C				Protein of unknown function; expressed at both mRNA and protein levels
4777	S000005088	YNL144C				Putative protein of unknown function; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; contains a PH domain and binds phosphatidylinositols and phosphatidylethanolamine in a large-scale study; YNL144C has a paralog, YHR131C, that arose from the whole genome duplication
4778	S000005089	YNL145W	MFA2	Mating Factor A	mating pheromone a	Mating pheromone a-factor; made by a cells; interacts with alpha cells to induce cell cycle arrest and other responses leading to mating; biogenesis involves C-terminal modification, N-terminal proteolysis, and export; also encoded by MFA1
4779	S000005090	YNL146W				Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YNL146W is not an essential gene
4780	S000005091	YNL147W	LSM7	Like SM	Sm-like protein LSM7	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress
4781	S000005092	YNL148C	ALF1	ALpha tubulin Folding		Alpha-tubulin folding protein; similar to mammalian cofactor B; Alf1p-GFP localizes to cytoplasmic microtubules; required for the folding of alpha-tubulin and may play an additional role in microtubule maintenance
4782	S000005093	YNL149C	PGA2	Processing of Gas1p and ALP		Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect
4783	S000005094	YNL150W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensive overlap with PGA2/YNL149C, an uncharacterized gene with a proposed role in protein trafficking
4784	S000005095	YNL151C	RPC31	RNA Polymerase C	ACP2|C31|DNA-directed RNA polymerase III subunit C31|RPC8	RNA polymerase III subunit C31
4785	S000005096	YNL152W	INN1	required for INgressioN		Essential protein that associates with contractile actomyosin ring; required for ingression of the plasma membrane into the bud neck during cytokinesis; C2 domain, a membrane targeting module, is required for function; activates chitin synthase activity of Chs2p during cytokinesis
4786	S000005097	YNL153C	GIM3	Gene Involved in Microtubule biogenesis	PFD4|tubulin-binding prefolding complex subunit GIM3	Subunit of the heterohexameric cochaperone prefoldin complex; prefoldin binds specifically to cytosolic chaperonin and transfers target proteins to it; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation
4787	S000005098	YNL154C	YCK2	Yeast Casein Kinase	serine/threonine protein kinase YCK2	Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck1p in morphogenesis, proper septin assembly, endocytic trafficking, and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen, causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK2 has a paralog, YCK1, that arose from the whole genome duplication
4788	S000005099	YNL155W	CUZ1	Cdc48-associated UBL/Zn-finger protein		Protein with a role in the ubiquitin-proteasome pathway; interacts with ubiquitinated protein, Cdc48p and the proteasomal regulatory particle; may protect cells from trivalent metalloid induced proteotoxicity; contains a PACE promoter element and is co-regulated with proteasome subunit genes; AN1-type zinc finger protein, with DHHC and ubiquitin-like domains (UBL); ortholog of ZFAND1, a human gene linked to cancer; protein abundance increases under DNA replication stress
4789	S000005100	YNL156C	NSG2			Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins; NSG2 has a paralog, NSG1, that arose from the whole genome duplication
4790	S000005101	YNL157W	IGO1	Initiation of G zerO	phosphatase regulator	Protein required for initiation of G0 program; prevents degradation of nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway; phosphorylated by Rim15p; GFP protein localizes to the cytoplasm and nucleus; IGO1 has a paralog, IGO2, that arose from the whole genome duplication
4791	S000005102	YNL158W	PGA1	Processing of Gas1p and ALP		Essential component of GPI-mannosyltransferase II; complex is responsible for second mannose addition to GPI precursors as a partner of Gpi18p; required for maturation of Gas1p and Pho8p; has synthetic genetic interactions with secretory pathway genes
4792	S000005103	YNL159C	ASI2	Amino acid Sensor-Independent		Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and inner for ubiquitin-mediated degradation; acts with Asi1p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p, maintaining the repressed state of gene expression in the absence of inducing amino acids
4793	S000005104	YNL160W	YGP1	Yeast GlycoProtein		Cell wall-related secretory glycoprotein; induced by nutrient deprivation-associated growth arrest and upon entry into stationary phase; may be involved in adaptation prior to stationary phase entry; YGP1 has a paralog, SPS100, that arose from the whole genome duplication
4794	S000005105	YNL161W	CBK1	Cell wall Biosynthesis Kinase	serine/threonine protein kinase CBK1	Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis, polarized growth, and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress
4795	S000005106	YNL162W	RPL42A	Ribosomal Protein of the Large subunit	eL42|L41A|L42A|L44e|ribosomal 60S subunit protein L42A|YL27	Ribosomal 60S subunit protein L42A; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42A has a paralog, RPL42B, that arose from the whole genome duplication
4796	S000005107	YNL163C	RIA1	RIbosome Assembly	EFL1|GTPase RIA1	Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p, a guanine nucleotide exchange factor (GEF), promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes
4797	S000005108	YNL164C	IBD2	Inhibition of Bud Division 2		Component of the BUB2-dependent spindle checkpoint pathway; interacts with Bfa1p and functions upstream of Bub2p and Bfa1p
4798	S000005109	YNL165W				Putative protein of unknown function; YNL165W is not an essential gene
4799	S000005110	YNL166C	BNI5	Bud Neck Involved		Linker protein responsible for recruitment of myosin to the bud neck; interacts with the C-terminal extensions of septins Cdc11p and Shs1p and binds Myo1p to promote cytokinesis
4800	S000005111	YNL167C	SKO1	Suppressor of Kinase Overexpression	ACR1	Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses
4801	S000005112	YNL168C	FMP41	Found in Mitochondrial Proteome		Putative protein of unknown function; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
4802	S000005113	YNL169C	PSD1	PhosphatidylSerine Decarboxylase	phosphatidylserine decarboxylase 1	Phosphatidylserine decarboxylase of the mitochondrial inner membrane; converts phosphatidylserine to phosphatidylethanolamine; regulates mitochondrial fusion and morphology by affecting lipid mixing in the mitochondrial membrane and by influencing the ratio of long to short forms of Mgm1p; partly exposed to the mitochondrial intermembrane space; autocatalytically processed
4803	S000005114	YNL170W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
4804	S000005115	YNL171C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
4805	S000005116	YNL172W	APC1	Anaphase Promoting Complex subunit	anaphase promoting complex subunit 1	Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain of the APC/C, based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress
4806	S000005117	YNL173C	MDG1	Multicopy suppressor of Defective G-protein		Plasma membrane protein; involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations; MDG1 has a paralog, CRP1, that arose from the whole genome duplication
4807	S000005118	YNL174W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene NOP13/YNL175C
4808	S000005119	YNL175C	NOP13	NucleOlar Protein		Nucleolar protein found in preribosomal complexes; contains an RNA recognition motif (RRM); relative distribution to the nucleolus increases upon DNA replication stress
4809	S000005120	YNL176C	TDA7	Topoisomerase I Damage Affected		Cell cycle-regulated gene of unknown function; promoter bound by Fkh2p; null mutant is sensitive to expression of the top1-T722A allele; TDA7 has a paralog, YDL211C, that arose from the whole genome duplication
4810	S000005121	YNL177C	MRPL22	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL22|uL22m|YmL22	Mitochondrial ribosomal protein of the large subunit
4811	S000005122	YNL178W	RPS3	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S3|rp13|S3|SUF14|uS3|YS3	Protein component of the small (40S) ribosomal subunit; has apurinic/apyrimidinic (AP) endonuclease activity; essential for viability; nascent Rps3p is bound by specific chaperone Yar1p during translation; homologous to mammalian ribosomal protein S3 and bacterial S3
4812	S000005123	YNL179C			SRF6	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; deletion in cyr1 mutant results in loss of stress resistance
4813	S000005124	YNL180C	RHO5	Ras HOmolog	Rho family GTPase RHO5|YNS0	Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity; necessary for oxidant and ramped heat stress-induced cell death; ortholog of mammalian RAC1
4814	S000005125	YNL181W	PBR1	Potentiates Bioactive compound Response	putative oxidoreductase	Putative oxidoreductase; required for cell viability
4815	S000005126	YNL182C	IPI3	Involved in Processing ITS2	chromatin-binding/pre-rRNA-processing protein IPI3	Component of the Rix1 complex and pre-replicative complexes (pre-RCs); required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-RC formation and maintenance during DNA replication licensing; highly conserved protein which contains several WD40 motifs; IPI3 is an essential gene; other members include Rix1p, Ipi1p, and Ipi3p
4816	S000005127	YNL183C	NPR1	Nitrogen Permease Reactivator	serine/threonine protein kinase NPR1	Protein kinase; stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation; phosphorylates Aly2p; negatively regulates Ldb19p-mediated endocytosis by phosphorylating Ldb19p; positively regulates activity of the three Mep ammonium transport proteins; mediates inhibitory phosphorylation of Mep2p and Par32p; TOR complex negatively regulates Npr1p activity; NPR1 has a paralog, PRR2, that arose from the whole genome duplication
4817	S000005128	YNL184C				Protein of unknown function; expressed at both mRNA and protein levels
4818	S000005129	YNL185C	MRPL19	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL19|uL11m|YmL19	Mitochondrial ribosomal protein of the large subunit
4819	S000005130	YNL186W	UBP10	UBiquitin-specific Protease	DOT4|ubiquitin-specific protease UBP10	Ubiquitin-specific protease, deubiquitinates Ub-protein moieties; interacts with proteins that function in rRNA production and ribosome biogenesis via its intrinsically disordered regions; stabilizes Rpa190p by deubiquitination; controls PCNA deubiquitylation; may regulate silencing by acting on Sir4p; involved in posttranscriptionally regulating Gap1p, possibly other transporters; localized to the nucleolus; null mutant phenotypes are functionally complemented by human USP36
4820	S000005131	YNL187W	SWT21	Synthetic With Tgs1		Protein involved in mRNA splicing; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; interacts genetically with Prp40p and Tgs1p; contains WD40 repeats
4821	S000005132	YNL188W	KAR1	KARyogamy		Protein involved in karyogamy and spindle pole body duplication; involved in karyogamy during mating; involved in centrosome separation and duplication during mitosis; localizes to the half-bridge of the spindle pole body; interacts with Spc72p during karyogamy; also interacts with Cdc31p; essential gene
4822	S000005133	YNL189W	SRP1	Suppressor of Rna Polymerase I	KAP60|karyopherin alpha|SCM1	Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; involved in cotranslational protein degradation; binds ribosome-bound nascent polypeptides; Srp1p and Sts1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation
4823	S000005134	YNL190W				Hydrophilin essential in desiccation-rehydration process; cell wall protein; contains a putative GPI-attachment site
4824	S000005135	YNL191W	DUG3	Deficient in Utilization of Glutathione	glutamine amidotransferase subunit DUG3	Component of glutamine amidotransferase (GATase II); forms a complex with Dug2p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p)
4825	S000005136	YNL192W	CHS1	CHitin Synthase	chitin synthase CHS1|USA4	Chitin synthase I; requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor
4826	S000005137	YNL193W				Putative protein of unknown function; exhibits a two-hybrid interaction with Yhr151cp in a large-scale analysis
4827	S000005138	YNL194C				Integral membrane protein; required for sporulation and plasma membrane sphingolipid content; similar to SUR7; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; GFP-fusion protein is more abundant at MCCs (membrane compartment occupied by Can1) in the presence of glycerol and oleate; YNL194C has a paralog, FMP45, that arose from the whole genome duplication
4828	S000005139	YNL195C				Protein of unknown function; shares a promoter with YNL194C; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YNL195C has a paralog, HBT1, that arose from the whole genome duplication
4829	S000005140	YNL196C	SLZ1			Sporulation-specific protein with a leucine zipper motif; subunit of the MIS complex which controls mRNA methylation during during the induction of sporulation
4830	S000005141	YNL197C	WHI3	WHIskey	mRNA-binding protein WHI3	RNA binding protein that sequesters CLN3 mRNA in cytoplasmic foci; regulates genes involved in the cell cycle, sister chromatid cohesion, and stress response; acts as a cytoplasmic retention factor for Cdc28p and associated cyclins; regulates cell fate and dose-dependently regulates the critical cell size required for passage through Start; Tpk1p (PKA) mediated phosphorylation (S568) inhibits Whi3p function, decreasing its interaction with CLN3 mRNA; regulates ploidy
4831	S000005142	YNL198C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
4832	S000005143	YNL199C	GCR2	GlyColysis Regulation		Transcriptional activator of genes involved in glycolysis; interacts and functions with the DNA-binding protein Gcr1p
4833	S000005144	YNL200C	NNR1	Nicotinamide Nucleotide Repair	NADHX epimerase	NADHX epimerase; catalyzes isomerization of (R)- and (S)-NADHX; homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes, prokaryotes and archaea; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
4834	S000005145	YNL201C	PSY2	Platinum SensitivitY		Subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form the active complex, Psy4p may provide additional substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; Pph3p and Psy2p localize to foci on meiotic chromosomes; putative homolog of mammalian R3
4835	S000005146	YNL202W	SPS19	SPorulation-Specific	2,4-dienoyl-CoA reductase (NADPH)|SPX19	Peroxisomal 2,4-dienoyl-CoA reductase; auxiliary enzyme of fatty acid beta-oxidation; homodimeric enzyme required for growth and sporulation on petroselineate medium; expression induced during late sporulation and in the presence of oleate
4836	S000005147	YNL203C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
4837	S000005148	YNL204C	SPS18	SPorulation-Specific	SPX18	Protein of unknown function, contains a putative zinc-binding domain; expressed during sporulation; SPS18 has a paralog, GCS1, that arose from the whole genome duplication
4838	S000005149	YNL205C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
4839	S000005150	YNL206C	RTT106	Regulator of Ty1 Transposition		Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1)
4840	S000005151	YNL207W	RIO2	RIght Open reading frame	protein kinase RIO2	Essential serine kinase involved in the processing of 20S pre-rRNA; involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p
4841	S000005152	YNL208W				Protein of unknown function; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi
4842	S000005153	YNL209W	SSB2	Stress-Seventy subfamily B	Hsp70 family ATPase SSB2|YG103	Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the whole genome duplication
4843	S000005154	YNL210W	MER1	MEiotic Recombination		mRNA-binding protein required for meiosis-specific mRNA splicing; required for chromosome pairing and meiotic recombination; Mer1p regulon embraces four essential meiotic pre-mRNAs: REC107, HFM1, AMA1 and SPO22
4844	S000005155	YNL211C	MRX7	Mitochondrial oRganization of gene eXpression (MIOREX)		Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene
4845	S000005156	YNL212W	VID27	Vacuolar Import and Degradation		Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth; contains two PH-like domains
4846	S000005157	YNL213C	RRG9	Required for Respiratory Growth		Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
4847	S000005158	YNL214W	PEX17	PEroXisome related	PAS9	Membrane peroxin of the peroxisomal importomer complex; complex facilitates the import of peroxisomal matrix proteins; required for peroxisome biogenesis
4848	S000005159	YNL215W	IES2	Ino Eighty Subunit		Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress
4849	S000005160	YNL216W	RAP1	Repressor/Activator site binding Protein	DNA-binding transcription factor RAP1|GRC4|GRF1|TBA1|TUF1	Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation, repression, chromatin silencing, telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain, central region with homology to Myb DNA binding domain, and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters
4850	S000005161	YNL217W	PPN2		putative serine/threonine-protein phosphatase	Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate
4851	S000005162	YNL218W	MGS1	Maintenance of Genome Stability	ssDNA-dependent ATPase MGS1	Protein with DNA-dependent ATPase and ssDNA annealing activities; involved in maintenance of genome; interacts functionally with DNA polymerase delta; homolog of human Werner helicase interacting protein (WHIP); forms nuclear foci upon DNA replication stress
4852	S000005163	YNL219C	ALG9	Asparagine-Linked Glycosylation	dolichyl-P-Man:Man(6)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase	Mannosyltransferase, involved in N-linked glycosylation; catalyzes the transfer of both the seventh mannose residue on B-arm and ninth mannose residue on the C-arm from Dol-P-Man to lipid-linked oligosaccharides; human homolog ALG9 can complement yeast null mutant; mutation of human homolog causes type 1 congenital disorders of glycosylation
4853	S000005164	YNL220W	ADE12	ADEnine requiring	adenylosuccinate synthase|BRA9	Adenylosuccinate synthase; catalyzes the first step in synthesis of adenosine monophosphate from inosine 5'monophosphate during purine nucleotide biosynthesis; exhibits binding to single-stranded autonomously replicating (ARS) core sequence
4854	S000005165	YNL221C	POP1	Processing Of Precursor RNAs	ribonuclease P/MRP protein subunit POP1	Subunit of RNase MRP, nuclear RNase P and telomerase complexes; RNase MRP cleaves pre-rRNA, nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs, while telomerase replenishes telomeric DNA; binds to the RPR1 RNA subunit in RNase P
4855	S000005166	YNL222W	SSU72	Suppressor of SUa7, gene 2	RNA polymerase II subunit A C-terminal domain phosphatase	Phosphatase and transcription/RNA-processing factor; associates with TFIIB and cleavage/polyadenylation factor Pta1p; exhibits phosphatase activity on serine-5 and serine-7 of the RNA polymerase II C-terminal domain; affects start site selection and transcriptional read through in vivo
4856	S000005167	YNL223W	ATG4	AuTophaGy related	APG4|AUT2|cysteine protease ATG4	Conserved cysteine protease required for autophagy; cleaves Atg8p to a form required for autophagosome and Cvt vesicle generation
4857	S000005168	YNL224C	SQS1	SQuelch of Splicing suppression	PFA1	Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; relocalizes from nucleus to nucleolus upon DNA replication stress
4858	S000005169	YNL225C	CNM67	Chaotic Nuclear Migration		Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration; CNM67 has a paralog, ADY3, that arose from the whole genome duplication
4859	S000005170	YNL226W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene JJJ1/YNL227C
4860	S000005171	YNL227C	JJJ1	J-protein (Type III)		Co-chaperone that stimulates the ATPase activity of Ssa1p; required for a late step of ribosome biogenesis; associated with the cytosolic large ribosomal subunit; contains a J-domain; mutation causes defects in fluid-phase endocytosis
4861	S000005172	YNL228W				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps ORF YNL227C/JJJ1
4862	S000005173	YNL229C	URE2	UREidosuccinate transport	glutathione peroxidase|[URE3]	Nitrogen catabolite repression transcriptional regulator; inhibits GLN3 transcription in good nitrogen source; role in sequestering Gln3p and Gat1p to the cytoplasm; has glutathione peroxidase activity and can mutate to acquire GST activity; self-assembly under limited nitrogen conditions creates [URE3] prion and releases catabolite repression
4863	S000005174	YNL230C	ELA1	ELongin A	elongin A	Elongin A; F-box protein that forms a heterodimer with Elc1p and is required for ubiquitin-dependent degradation of the RNA Polymerase II subunit Rpo21p; subunit of the Elongin-Cullin-Socs (ECS) ligase complex
4864	S000005175	YNL231C	PDR16	Pleiotropic Drug Resistance	phosphatidylinositol transporter|SFH3	Phosphatidylinositol transfer protein (PITP); controlled by the multiple drug resistance regulator Pdr1p; localizes to lipid particles and microsomes; controls levels of various lipids, may regulate lipid synthesis; homologous to Pdr17p; protein abundance increases in response to DNA replication stress
4865	S000005176	YNL232W	CSL4	Cep1 Synthetic Lethal	exosome non-catalytic core subunit CSL4|SKI4	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain an S1 RNA binding domain; human homolog EXOSC1 partially complements yeast csl4 null mutant, and can complement inviability of strain in which expression of CSL4 is repressed
4866	S000005177	YNL233W	BNI4	Bud Neck Involved		Targeting subunit for Glc7p protein phosphatase; localized to the bud neck, required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly
4867	S000005178	YNL234W				Protein of unknown function with similarity to globins; has a functional heme-binding domain; mutant has aneuploidy tolerance; transcription induced by stress conditions; may be involved in glucose signaling or metabolism; regulated by Rgt1
4868	S000005179	YNL235C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SIN4/YNL236W, a subunit of the mediator complex
4869	S000005180	YNL236W	SIN4	Switch INdependent	BEL2|GAL22|MED16|RYE1|SDI3|SSF5|SSN4|SSX3|TSF3	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription
4870	S000005181	YNL237W	YTP1	Yeast putative Transmembrane Protein		Probable type-III integral membrane protein of unknown function; has regions of similarity to mitochondrial electron transport proteins
4871	S000005182	YNL238W	KEX2	Killer EXpression defective	kexin KEX2|QDS1|SRB1|VMA45|yscF	Kexin, a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway
4872	S000005183	YNL239W	LAP3	Leucine AminoPeptidases	bleomycin hydrolase|BLH1|GAL6|YCP1	Cysteine aminopeptidase with homocysteine-thiolactonase activity; protects cells against homocysteine toxicity; cytosolic protein, selectively transported to vacuole during nitrogen starvation; has bleomycin hydrolase activity in vitro; transcription is regulated by galactose via Gal4p; orthologous to human BLMH
4873	S000005184	YNL240C	NAR1	Nuclear Architecture Related	iron-sulfur cluster assembly protein NAR1	Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery; required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; deficiency results in shortened lifespan and sensitivity to paraquat; homologous to human Narf
4874	S000005185	YNL241C	ZWF1	ZWischenFerment	glucose-6-phosphate dehydrogenase|MET19|POS10	Glucose-6-phosphate dehydrogenase (G6PD); catalyzes the first step of the pentose phosphate pathway; involved in adapting to oxidative stress; protein abundance increases in response to DNA replication stress; homolog of human G6PD which is deficient in patients with hemolytic anemia; human G6PD can complement yeast zwf1 null mutant
4875	S000005186	YNL242W	ATG2	AuTophaGy related	APG2|AUT8|SPO72	Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress
4876	S000005187	YNL243W	SLA2	Synthetic Lethal with ABP1	END4|MOP2	Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo
4877	S000005188	YNL244C	SUI1	SUppressor of Initiator codon	MOF2|RFR1|translation initiation factor eIF1	Translation initiation factor eIF1; component of complex involved in recognition of initiator codon; modulates translation accuracy at initiation phase by discriminating against suboptimal initiation sites to prevent excessive uORF translation genome-wide
4878	S000005189	YNL245C	CWC25	Complexed With Cef1p	U2-type spliceosomal complex subunit CWC25	Splicing factor required for the first step of pre-mRNA splicing; binding to the spliceosome requires Prp2p and Yju2p; heat-stable protein; has similarity to S. pombe Cwf25p
4879	S000005190	YNL246W	VPS75	Vacuolar Protein Sorting		NAP family histone chaperone; binds to histones and Rtt109p, stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia
