orf::batch:tagtype	Gene	T0	30C_T1	30C_T2	30C_T3	30C_T4	30C_T5	37C_T1	37C_T2	37C_T3	37C_T4	37C_T5	30C_RAPA_T1	30C_RAPA_T2	30C_RAPA_T3	Description	feature_qualifier	GO_process	GO_function	GO_component	essential_gene	zygosity
YOR140W::chr15_2:downtag	SFL1	3130.4	4483.2	4067.6	2922.4	2629.25	3071.2	4122	4066.8	4299.8	3450	3321.8	3880.2	3160.4	34.4	Transcription repressor involved in regulation of flocculation-related genes, inhibits transcription by recruiting general corepressor Cyc8p-Tup1p to different promoters; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p	Verified	negative regulation of transcription from RNA polymerase II promoter	specific transcriptional repressor activity	nuclear chromosome	no	hom
YOR140W::chr15_2:uptag	SFL1	1161.2	1563.6	1217	1192.75	1248.4	943.8	1236.8	1342.2	1156.2	1226.6	1107.4	1421.8	1045.2	37.2	Transcription repressor involved in regulation of flocculation-related genes, inhibits transcription by recruiting general corepressor Cyc8p-Tup1p to different promoters; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p	Verified	negative regulation of transcription from RNA polymerase II promoter	specific transcriptional repressor activity	nuclear chromosome	no	hom
YOR141C::chr15_2:downtag	ARP8	2612	2730.2	1059.4	451.2	166.2	56	2026.8	121	192.4	139.2	49.8	2595.8	1943.6	827.8	Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes	Verified	biological process unknown	molecular function unknown*	nucleus*	no	hom
YOR141C::chr15_2:uptag	ARP8	623	417.2	124.8	115.6	57	57.4	217.8	149.6	66.6	59.6	59.4	543.2	470.6	80.2	Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes	Verified	biological process unknown	molecular function unknown*	nucleus*	no	hom
YOR142W::chr15_2:downtag	LSC1	3632.6	4599.2	4125.2	3718.8	3451.8	4002	3880.4	4258.2	4420.2	3242.6	3344.2	3648.8	3419.8	796.2	Alpha subunit of succinyl-CoA ligase, which is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate	Verified	tricarboxylic acid cycle*	succinate-CoA ligase (ADP-forming) activity	mitochondrion*	no	hom
YOR142W::chr15_2:uptag	LSC1	3252.8	4235.4	3441.6	3444.8	3759.8	2995.4	3278.4	3842.8	3311.8	3580.2	2978.6	3143.2	3641.6	37.2	Alpha subunit of succinyl-CoA ligase, which is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate	Verified	tricarboxylic acid cycle*	succinate-CoA ligase (ADP-forming) activity	mitochondrion*	no	hom
YOR143C::chr15_2:downtag	THI80	2682.2	3743.8	3445	3232.6	2654.75	3079.2	3315	3183.6	3624.6	3166	1674	3508.6	2933	1997	Thiamine pyrophosphokinase, phosphorylates thiamine to produce the coenzyme thiamine pyrophosphate (thiamine diphosphate)	Verified	thiamin diphosphate biosynthetic process	thiamin diphosphokinase activity	cytoplasm	yes	het
YOR143C::chr15_2:uptag	THI80	949.4	1519.8	1223.6	1095.2	1184.4	907.6	1258.2	1375.8	1031.8	1561.6	639	1140	1348.8	839.2	Thiamine pyrophosphokinase, phosphorylates thiamine to produce the coenzyme thiamine pyrophosphate (thiamine diphosphate)	Verified	thiamin diphosphate biosynthetic process	thiamin diphosphokinase activity	cytoplasm	yes	het
YOR144C::chr15_2:downtag	ELG1	2143.6	2496	1759.8	1586.4	1253.25	1438.4	2253.2	2753.4	2208	2082.2	1632.2	2035.8	2171.6	35	Protein required for S phase progression and telomere homeostasis, forms an alternative replication factor C complex important for DNA replication and genome integrity; involved in homologous recombination-mediated DNA repair	Verified	telomere maintenance*	molecular function unknown	cytoplasm*	no	hom
YOR144C::chr15_2:uptag	ELG1	906.6	1012.4	799.6	757.2	900.2	539.8	1322.8	1195.4	902.4	1076	691.6	1048.6	920	91.75	Protein required for S phase progression and telomere homeostasis, forms an alternative replication factor C complex important for DNA replication and genome integrity; involved in homologous recombination-mediated DNA repair	Verified	telomere maintenance*	molecular function unknown	cytoplasm*	no	hom
YOR145C::chr15_2:downtag	PNO1	1965.8	2627.2	2147.8	2006.2	1217.4	1385	2335	2963.2	2515.8	2394.6	1588.2	2361.8	2602.8	2144.6	Essential nucleolar protein required for pre-18S rRNA processing, interacts with Dim1p, an 18S rRNA dimethyltransferase, and also with Nob1p, which is involved in proteasome biogenesis; contains a KH domain	Verified	ribosome biogenesis and assembly*	unfolded protein binding	nucleus*	yes	het
YOR145C::chr15_2:uptag	PNO1	283.8	363.2	315.2	303	299.6	269.4	491.8	500.6	416.4	599	169.2	781.8	551.4	214	Essential nucleolar protein required for pre-18S rRNA processing, interacts with Dim1p, an 18S rRNA dimethyltransferase, and also with Nob1p, which is involved in proteasome biogenesis; contains a KH domain	Verified	ribosome biogenesis and assembly*	unfolded protein binding	nucleus*	yes	het
YOR146W::chr15_2:downtag	YOR146W	3302.4	4668	3445.4	2170.2	2358	2221	4149.6	3868.4	4409.2	4169.4	2798.2	3407	3903.2	2505.8		Dubious				yes	het
YOR146W::chr15_2:uptag	YOR146W	41.2	43.6	52.4	43.6	49.4	58.8	52.2	51.4	45.4	55	46.2	48.2	54	36		Dubious				yes	het
YOR147W::chr15_2:downtag	MDM32	3240.8	4309.4	3740.8	3523	2817.5	3370.8	3697.8	2938	2037.4	803	285.8	3932	4255.2	1125.6	Mitochondrial inner membrane protein with similarity to Mdm31p, required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1, MDM10, MDM12, and MDM34	Verified	mitochondrion organization and biogenesis*	molecular function unknown	mitochondrion*	no	hom
YOR147W::chr15_2:uptag	MDM32	1676.2	2403	1863.4	1648.2	2271.6	1624.8	2050.6	1651.6	810	422.4	64.2	2042.4	2374.8	147.8	Mitochondrial inner membrane protein with similarity to Mdm31p, required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1, MDM10, MDM12, and MDM34	Verified	mitochondrion organization and biogenesis*	molecular function unknown	mitochondrion*	no	hom
YOR148C::chr15_2:downtag	SPP2	1759.6	2461.8	2354.4	1911.8	2070.5	2174.2	2154.8	2442.6	2359.6	2412.2	1224.6	1988	2236	2293.4	Essential protein that promotes the first step of splicing and is required for the final stages of spliceosome maturation; interacts with Prp2p, which may release Spp2p from the spliceosome following the first cleavage reaction	Verified	nuclear mRNA splicing, via spliceosome	molecular function unknown	spliceosome	yes	het
YOR148C::chr15_2:uptag	SPP2	305.8	550.8	492.4	488	667	350.6	567.6	619	484.8	409.2	192	349.2	436.8	243.6	Essential protein that promotes the first step of splicing and is required for the final stages of spliceosome maturation; interacts with Prp2p, which may release Spp2p from the spliceosome following the first cleavage reaction	Verified	nuclear mRNA splicing, via spliceosome	molecular function unknown	spliceosome	yes	het
YOR149C::chr15_2:downtag	SMP3	46.2	48	59.6	44	38.4	55.2	52.6	45	47.6	41.2	55.2	47	47	39.6	Alpha 1,2-mannosyltransferase involved in glycosyl phosphatidyl inositol (GPI) biosynthesis; required for addition of the fourth, side branching mannose to the GPI core structure	Verified	GPI anchor biosynthetic process*	alpha-1,2-mannosyltransferase activity	endoplasmic reticulum	yes	het
YOR149C::chr15_2:uptag	SMP3	921.6	1317.8	1291.5	917.4	1391	1193.6	1311.4	1662.4	1134.2	1384.2	714.2	1202.6	1264.4	453.6	Alpha 1,2-mannosyltransferase involved in glycosyl phosphatidyl inositol (GPI) biosynthesis; required for addition of the fourth, side branching mannose to the GPI core structure	Verified	GPI anchor biosynthetic process*	alpha-1,2-mannosyltransferase activity	endoplasmic reticulum	yes	het
YOR150W::chr15_2:downtag	MRPL23	2475.2	2397.4	1118.4	918.4	160.8	179.2	1749.2	1445.6	781	606.6	111	2302.4	3146	349.6	Mitochondrial ribosomal protein of the large subunit	Verified	translation*	structural constituent of ribosome	mitochondrion*	no	hom
YOR150W::chr15_2:uptag	MRPL23	428	369.2	199.8	115.6	204.6	71.2	274.6	144.4	113.4	102.8	66.8	487	464.6	36.8	Mitochondrial ribosomal protein of the large subunit	Verified	translation*	structural constituent of ribosome	mitochondrion*	no	hom
YOR151C::chr15_2:downtag	RPB2	757.8	1092.8	781	722.6	553.8	870.8	883.8	866.6	973.4	677.4	486.2	782.8	1010.2	783.2	RNA polymerase II second largest subunit B150, part of central core; similar to bacterial beta subunit	Verified	transcription from RNA polymerase II promoter	DNA-directed RNA polymerase activity	mitochondrion*	yes	het
YOR151C::chr15_2:uptag	RPB2	43.2	52.8	61.4	50.6	46	66.8	50.6	50.75	44.8	44.8	50.6	43.4	46.6	36.4	RNA polymerase II second largest subunit B150, part of central core; similar to bacterial beta subunit	Verified	transcription from RNA polymerase II promoter	DNA-directed RNA polymerase activity	mitochondrion*	yes	het
YOR152C::chr15_2:downtag	YOR152C	5180.2	6035	5597.6	5261.8	5202.2	5558.4	5697.4	5255.8	4777.8	2808.2	1242.6	5316.25	5542.6	2008.6		Uncharacterized	biological process unknown	molecular function unknown	membrane fraction	no	hom
YOR152C::chr15_2:uptag	YOR152C	2910.2	3710.2	3028.6	2832.4	3357.2	2856.4	2886.6	2640.6	2098.8	1032.8	354	2680	3259.8	1070.6		Uncharacterized	biological process unknown	molecular function unknown	membrane fraction	no	hom
YOR153W::chr15_2:downtag	PDR5	50.2	59.4	73.2	59.4	52.2	61.8	57.6	50.4	59.2	62.6	57.6	52	58.6	42.6	Short-lived membrane ABC (ATP-binding cassette) transporter, actively exports various drugs, expression regulated by Pdr1p; also involved in steroid transport, cation resistance, and cellular detoxification during exponential growth	Verified	response to drug*	xenobiotic-transporting ATPase activity	mitochondrion*	no	hom
YOR153W::chr15_2:uptag	PDR5	38.8	51	52.8	43.6	40.6	58.8	41.8	42.8	42.2	37.8	45.2	42.4	45.2	37.4	Short-lived membrane ABC (ATP-binding cassette) transporter, actively exports various drugs, expression regulated by Pdr1p; also involved in steroid transport, cation resistance, and cellular detoxification during exponential growth	Verified	response to drug*	xenobiotic-transporting ATPase activity	mitochondrion*	no	hom
YOR154W::chr15_2:downtag	SLP1	736	1089.2	934.2	871.6	736.4	718	856.4	835.2	893.6	775.6	647.4	785.2	726	33.2	Hypothetical protein	Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR154W::chr15_2:uptag	SLP1	1974.8	2698.4	2113.8	2113	2400.4	1757.8	1862.2	1999.25	2105	2322.2	1888.4	1964.8	2130.8	570.8	Hypothetical protein	Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR155C::chr15_2:downtag	ISN1	2935.6	4249.8	3921.6	2644.2	2986	3401.4	3453.4	3778.4	3911.2	3373.4	2903.6	3547	2344.2	35.2	Inosine 5'-monophosphate (IMP)-specific 5'-nucleotidase, catalyzes the breakdown of IMP to inosine, does not show similarity to known 5'-nucleotidases from other organisms	Verified	inosine salvage	IMP 5'-nucleotidase activity	cellular component unknown	no	hom
YOR155C::chr15_2:uptag	ISN1	1860.5	2525.6	2117.2	2015	2140	2173.6	2052.2	2087.4	2026.8	2101.8	1607	1899.4	2026.4	572.6	Inosine 5'-monophosphate (IMP)-specific 5'-nucleotidase, catalyzes the breakdown of IMP to inosine, does not show similarity to known 5'-nucleotidases from other organisms	Verified	inosine salvage	IMP 5'-nucleotidase activity	cellular component unknown	no	hom
YOR156C::chr15_2:downtag	NFI1	2869.8	4048	3333.6	3058.8	2863.6	2571.8	3250.2	3691.4	3715.2	2812.2	2809.2	2851	3441.4	456.6	SUMO ligase, catalyzes the covalent attachment of SUMO (Smt3p) to proteins; involved in maintenance of proper telomere length	Verified	telomere maintenance*	SUMO ligase activity	cytoplasm*	no	hom
YOR156C::chr15_2:uptag	NFI1	963	1214	1195.8	904.8	1297.25	958.2	1159.6	1338.4	1153.2	1215	850.8	1219.8	1229.8	37.4	SUMO ligase, catalyzes the covalent attachment of SUMO (Smt3p) to proteins; involved in maintenance of proper telomere length	Verified	telomere maintenance*	SUMO ligase activity	cytoplasm*	no	hom
YOR157C::chr15_2:downtag	PUP1	46.5	53.8	64	50.8	47.2	58.6	52.8	46.8	47.2	49	56.2	53.2	54.8	39.8	Endopeptidase with trypsin-like activity that cleaves after basic residues; beta-type subunit of 20S proteasome synthesized as a proprotein before being proteolytically processed for assembly into 20S particle; human homolog is subunit Z	Verified	ubiquitin-dependent protein catabolic process	endopeptidase activity	proteasome core complex, beta-subunit complex (sensu Eukaryota)	yes	het
YOR157C::chr15_2:uptag	PUP1	1275.8	986.8	476.2	276.2	272.8	65	807.75	424.8	244.8	164.6	59.8	636	661	36.2	Endopeptidase with trypsin-like activity that cleaves after basic residues; beta-type subunit of 20S proteasome synthesized as a proprotein before being proteolytically processed for assembly into 20S particle; human homolog is subunit Z	Verified	ubiquitin-dependent protein catabolic process	endopeptidase activity	proteasome core complex, beta-subunit complex (sensu Eukaryota)	yes	het
YOR158W::chr15_2:downtag	PET123	1798.4	2268.4	1468	1074.2	244	336	1598.8	1534.8	1139.4	538.6	454	1917.4	1367	36.2	Mitochondrial ribosomal protein of the small subunit; PET123 exhibits genetic interactions with PET122, which encodes a COX3 mRNA-specific translational activator	Verified	translation	structural constituent of ribosome	mitochondrion*	no	hom
YOR158W::chr15_2:uptag	PET123	531.5	737.2	366.8	226.6	79.4	91.6	561.8	517.8	206.4	158.8	105.6	668.6	278.2	33.6	Mitochondrial ribosomal protein of the small subunit; PET123 exhibits genetic interactions with PET122, which encodes a COX3 mRNA-specific translational activator	Verified	translation	structural constituent of ribosome	mitochondrion*	no	hom
YOR159C::chr15_2:downtag	SME1	2587.75	3561.6	3171.6	2383.4	2908.4	2948.8	3018.4	3367.4	3002.8	3140.6	1944.2	2883.8	3835	2309	Core Sm protein Sm E; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm E	Verified	nuclear mRNA splicing, via spliceosome	RNA splicing factor activity, transesterification mechanism	U4/U6 x U5 tri-snRNP complex*	yes	het
YOR159C::chr15_2:uptag	SME1	1819.2	2747.2	2147.6	1798.6	2295	2044.8	2039.8	2237.25	2180	2340.8	1210.6	2044.8	2189	983.2	Core Sm protein Sm E; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm E	Verified	nuclear mRNA splicing, via spliceosome	RNA splicing factor activity, transesterification mechanism	U4/U6 x U5 tri-snRNP complex*	yes	het
YOR160W::chr15_2:downtag	MTR10	566.8	1806.6	1366.2	1121.2	888.8	1055.4	1270.6	1071.6	863.6	1261.8	455	855	753.6	133.8	Nuclear import receptor, mediates the nuclear localization of proteins involved in mRNA-nucleus export	Verified	protein import into nucleus*	nuclear localization sequence binding	cytoplasm*	yes	het
YOR160W::chr15_2:uptag	MTR10	1283.2	1743.6	1497.2	1194.4	1463.8	1073.4	1534.8	1507	1379.2	1234	652.8	1070.4	1182.8	394.6	Nuclear import receptor, mediates the nuclear localization of proteins involved in mRNA-nucleus export	Verified	protein import into nucleus*	nuclear localization sequence binding	cytoplasm*	yes	het
YOR161C-C::chr00_21:downtag	YOR161C-C	3541.8	4416.4	4241	3429.8	3098	3656	4400	4297.8	4542.2	3959.2	3116.2	3394.6	3322.8	580.6		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR161C-C::chr00_21:uptag	YOR161C-C	963.6	1144.8	1047.8	1023.6	1231.6	976.8	1150.6	1366	1138.2	1069.6	655.2	1105.6	1134	137.8		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR161C::chr15_2:downtag	PNS1	2278	3249.8	2934	2967.8	2652	3245.2	2814.2	3123	3132.6	2951.6	2270.2	2727	3057.4	622.6	Protein of unknown function; has similarity to Torpedo californica tCTL1p, which is postulated to be a choline transporter, neither null mutation nor overexpression affects choline transport	Verified	biological process unknown	molecular function unknown*	integral to plasma membrane	no	hom
YOR161C::chr15_2:uptag	PNS1	149.4	233.2	175.8	206.6	232.6	214.4	208.6	164.5	173.4	209.6	113.6	160.2	234.6	36.6	Protein of unknown function; has similarity to Torpedo californica tCTL1p, which is postulated to be a choline transporter, neither null mutation nor overexpression affects choline transport	Verified	biological process unknown	molecular function unknown*	integral to plasma membrane	no	hom
YOR162C::chr15_2:downtag	YRR1	1143.5	1997.4	1781.8	1407.8	1139.8	1120.8	1756.2	1846.8	1915.2	1469.8	1005	1579	1418.8	38.8	Zn2-Cys6 zinc-finger transcription factor that activates genes involved in multidrug resistance; paralog of Yrm1p, acting on an overlapping set of target genes	Verified	positive regulation of transcription from RNA polymerase II promoter*	specific RNA polymerase II transcription factor activity	nucleus	no	hom
YOR162C::chr15_2:uptag	YRR1	167.4	225.6	192.6	149.4	181.8	193.8	210.8	166.6	174.4	173.4	126.4	130	158.8	35	Zn2-Cys6 zinc-finger transcription factor that activates genes involved in multidrug resistance; paralog of Yrm1p, acting on an overlapping set of target genes	Verified	positive regulation of transcription from RNA polymerase II promoter*	specific RNA polymerase II transcription factor activity	nucleus	no	hom
YOR163W::chr15_2:downtag	DDP1	1580.4	2435.6	1874.4	2021.6	1258.6	1721.4	1713.4	2159.6	2067.6	1735.8	1537.4	1693.6	2023	237.8	Diadenosine polyphosphate hydrolase, member of the MutT family of nucleotide hydrolases with high specificity for diadenosine hexa- and pentaphosphates, required for efficient hydrolysis of diphosphorylated inositol polyphosphates	Verified	diadenosine polyphosphate metabolic process	diphosphoinositol-polyphosphate diphosphatase activity	cytoplasm*	no	hom
YOR163W::chr15_2:uptag	DDP1	2526.6	3362.4	2568.2	2374.6	2962.2	2311.6	2461.6	2502.4	2489.4	2551.8	1976.2	2193.2	2282.2	211.6	Diadenosine polyphosphate hydrolase, member of the MutT family of nucleotide hydrolases with high specificity for diadenosine hexa- and pentaphosphates, required for efficient hydrolysis of diphosphorylated inositol polyphosphates	Verified	diadenosine polyphosphate metabolic process	diphosphoinositol-polyphosphate diphosphatase activity	cytoplasm*	no	hom
YOR164C::chr15_2:downtag	YOR164C	1252.4	1985	1752.8	1718.8	1246.4	1271.4	1299.8	1910.8	1576.6	806.8	490	1367.2	1195.4	34.8		Verified	biological process unknown	molecular function unknown	cytoplasm	no	hom
YOR164C::chr15_2:uptag	YOR164C	45.8	47	63.6	48.4	45.4	60.8	52.4	51.4	50.4	46.6	52.8	46	49	35.8		Verified	biological process unknown	molecular function unknown	cytoplasm	no	hom
YOR165W::chr15_2:downtag	SEY1	2644.6	3759.6	3201.4	2671.8	2583	2708.8	3214.6	3242.2	3340	2983.2	2417.4	3226.2	2065.2	37.6	Protein of unknown function, contains two predicted GTP-binding motifs GXXXXGKS and DXXG near the N-terminus, homolog of the Arabidopsis gene RHD3 (Root Hair Defective)	Verified	membrane organization and biogenesis	molecular function unknown	cytoplasm	no	hom
YOR165W::chr15_2:uptag	SEY1	216	416.6	376.6	255.2	288.8	201.4	433.8	444.8	324.2	281.8	196	292.6	160.8	34.4	Protein of unknown function, contains two predicted GTP-binding motifs GXXXXGKS and DXXG near the N-terminus, homolog of the Arabidopsis gene RHD3 (Root Hair Defective)	Verified	membrane organization and biogenesis	molecular function unknown	cytoplasm	no	hom
YOR166C::chr15_2:downtag	SWT1	2414.4	2956.6	2626	2477.8	2392.6	2583.8	2504.4	2504.6	2544	2505.8	2134.2	2279	2137.6	37.2	Putative protein of unknown function; predicted to contain a PINc domain (PilT N terminus)	Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR166C::chr15_2:uptag	SWT1	1963.4	2634	2142	1948.8	2297.6	1875.8	2132.6	2072.2	1926.4	2118	1643.6	1835.6	1982.2	37.4	Putative protein of unknown function; predicted to contain a PINc domain (PilT N terminus)	Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YOR167C::chr15_2:downtag	RPS28A	2361.2	2715.6	1794.8	1335.4	872.2	593	2904	2898.2	2721.6	2320	1618.8	2732.4	2956	230	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps28Bp and has similarity to rat S28 ribosomal protein	Verified	translation	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukaryota)	no	hom
YOR167C::chr15_2:uptag	RPS28A	1133.4	1217.2	643.6	424.8	381.4	271.8	1267.2	1091.4	892.4	1142.4	838.6	1105.6	1292.2	54.4	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps28Bp and has similarity to rat S28 ribosomal protein	Verified	translation	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukaryota)	no	hom
YOR168W::chr15_2:downtag	GLN4	2768.2	3685.2	3390	3178.6	2907.6	3234.6	3558.2	3095.8	3468	2800.2	1990	3327.5	2760.6	1937.2	Glutamine tRNA synthetase, monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Glu); N-terminal domain proposed to be involved in enzyme-tRNA interactions	Verified	glutaminyl-tRNA aminoacylation	glutamine-tRNA ligase activity	cytoplasm	yes	het
YOR168W::chr15_2:uptag	GLN4	49.6	54.8	66	59.6	51.8	70.8	53.4	55.4	59.2	52.6	56.4	47.6	52.4	40.4	Glutamine tRNA synthetase, monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Glu); N-terminal domain proposed to be involved in enzyme-tRNA interactions	Verified	glutaminyl-tRNA aminoacylation	glutamine-tRNA ligase activity	cytoplasm	yes	het
YOR169C::chr15_2:downtag	YOR169C	4276.6	5273	4836.4	4270.2	4088.2	4433.8	4622.4	4845.2	4811.4	4489.8	3262	4615.8	4482.8	3907.8		Dubious				yes	het
YOR169C::chr15_2:uptag	YOR169C	1289.2	1894.8	1602.2	1498.2	1468.5	1182.2	1575.8	1749.6	1430.2	1687.4	797.4	1396.2	1391.8	424.8		Dubious				yes	het
YOR170W::chr15_2:downtag	YOR170W	2397.8	3263.2	2325.6	2948.8	2353.8	2606.6	2418.2	2747.4	2761.6	2612.6	2009.2	1856.8	2343.2	48.2		Dubious				no	hom
YOR170W::chr15_2:uptag	YOR170W	118.2	198.2	172.6	197	184.4	152.8	177.4	180.4	162.4	153.2	118	164.6	133	39.8		Dubious				no	hom
YOR171C::chr15_2:downtag	LCB4	3385.4	4692	4181.2	4102	2868.25	3666	3863.2	4077.6	4350.8	3459.4	2847.2	3997.8	3821.2	460	Sphingoid long-chain base kinase, responsible for synthesis of long-chain base phosphates, which function as signaling molecules, regulates synthesis of ceramide from exogenous long-chain bases, localizes to the Golgi and late endosomes	Verified	sphingolipid metabolic process*	D-erythro-sphingosine kinase activity	endoplasmic reticulum*	no	hom
YOR171C::chr15_2:uptag	LCB4	355	405	369	511.4	539.6	329.4	385.6	555	325.4	360.8	356.2	369.4	390.8	60.4	Sphingoid long-chain base kinase, responsible for synthesis of long-chain base phosphates, which function as signaling molecules, regulates synthesis of ceramide from exogenous long-chain bases, localizes to the Golgi and late endosomes	Verified	sphingolipid metabolic process*	D-erythro-sphingosine kinase activity	endoplasmic reticulum*	no	hom
YOR172W::chr15_2:downtag	YRM1	2842.2	3613.6	3064.6	2433	2345.75	2647.2	2789.6	3256.2	2898	3229.6	2227.6	2368.6	2439.2	612.8	Zn2-Cys6 zinc-finger transcription factor that activates genes involved in multidrug resistance; paralog of Yrr1p, acting on an overlapping set of target genes	Verified	positive regulation of transcription from RNA polymerase II promoter*	specific RNA polymerase II transcription factor activity	cytoplasm*	no	hom
YOR172W::chr15_2:uptag	YRM1	861	1210.8	1080.75	907.8	1021	808.6	955.6	986.8	816.8	1055.6	634	848	468.4	34.6	Zn2-Cys6 zinc-finger transcription factor that activates genes involved in multidrug resistance; paralog of Yrr1p, acting on an overlapping set of target genes	Verified	positive regulation of transcription from RNA polymerase II promoter*	specific RNA polymerase II transcription factor activity	cytoplasm*	no	hom
YOR173W::chr15_2:downtag	DCS2	3227	3960.6	3492	3208	3109	3573.2	3453.2	3470.4	3877	3461.4	2938	3419.25	3825.8	562.8	Non-essential, stress induced regulatory protein containing a HIT (histidine triad) motif; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p, Msn4p, and the Ras-cAMP-cAPK signaling pathway, similar to Dcs1p.	Verified	deadenylation-dependent decapping	m7G(5')pppN diphosphatase activity	cytoplasm*	no	hom
YOR173W::chr15_2:uptag	DCS2	273.4	431.8	319.4	208.2	276.2	324.4	255.8	224.8	249	298.6	274.4	201.6	299.75	50.6	Non-essential, stress induced regulatory protein containing a HIT (histidine triad) motif; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p, Msn4p, and the Ras-cAMP-cAPK signaling pathway, similar to Dcs1p.	Verified	deadenylation-dependent decapping	m7G(5')pppN diphosphatase activity	cytoplasm*	no	hom
YOR174W::chr15_2:downtag	MED4	3078	3963.6	3465.4	3171	2395.4	2802.2	3803.2	3657.2	3744.4	2966.6	1541.2	4070.4	4639.4	4034.4	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation	Verified	transcription from RNA polymerase II promoter	RNA polymerase II transcription mediator activity	mediator complex	yes	het
YOR174W::chr15_2:uptag	MED4	988.2	1430	1077.2	615.2	1008.6	860.4	798.2	835.4	760.6	809.4	455.4	1007.8	1453.6	651.4	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation	Verified	transcription from RNA polymerase II promoter	RNA polymerase II transcription mediator activity	mediator complex	yes	het
YOR175C::chr15_2:downtag	YOR175C	3800.8	5434.4	4483.4	3919.2	4007.75	4111.6	4154.8	4889.4	4745.2	4259.8	3370.6	4117.2	4620.8	830.4		Verified	biological process unknown	O-acyltransferase activity	endoplasmic reticulum*	no	hom
YOR175C::chr15_2:uptag	YOR175C	699.2	1150.4	725.6	648	888.2	699.4	831.8	875.4	663.8	974.8	642.6	873	1120.6	33.2		Verified	biological process unknown	O-acyltransferase activity	endoplasmic reticulum*	no	hom
YOR176W::chr15_2:downtag	HEM15	1821	2178.4	2007.4	2051.6	1490.25	2092.4	2099.6	1651.8	2050	1826.4	1085.6	1658.6	1804.4	1838.2	Ferrochelatase, a mitochondrial inner membrane protein, catalyzes the insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway	Verified	heme biosynthetic process	ferrochelatase activity	mitochondrion*	yes	het
YOR176W::chr15_2:uptag	HEM15	37.2	38.8	56.6	39.6	37.8	53.2	42.4	40.8	39	39.2	47.2	41.4	39.2	34	Ferrochelatase, a mitochondrial inner membrane protein, catalyzes the insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway	Verified	heme biosynthetic process	ferrochelatase activity	mitochondrion*	yes	het
YOR177C::chr15_2:downtag	MPC54	2831.8	4146.4	3490.6	2966.6	2817.8	3055	3610.8	3875.4	3702.4	3483.2	2817.8	2824	3489.6	734.6	Component of the meiotic outer plaque, a membrane-organizing center which is assembled on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane; potential Cdc28p substrate	Verified	spore wall assembly (sensu Fungi)	structural molecule activity	spindle pole body	no	hom
YOR177C::chr15_2:uptag	MPC54	1140.6	1565.2	1363.75	1301.6	1742	1059	1379.8	1579.6	1239.2	1220.2	942.4	1313.8	1214.2	117.6	Component of the meiotic outer plaque, a membrane-organizing center which is assembled on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane; potential Cdc28p substrate	Verified	spore wall assembly (sensu Fungi)	structural molecule activity	spindle pole body	no	hom
